This file was created by using the 202605 CRSP database.  It,,
contains a momentum factor, constructed from six value-weight portfolios formed,
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios,,
minus the average of the returns on two low prior return portfolios.  The portfolios,,
are constructed daily.  Big means a firm is above the median market cap on the NYSE,,
at the end of the previous day; small firms are below the median NYSE market cap.,,
Prior return is measured from day - 250 to - 21.  Firms in the low prior return,,
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above,,
the 70th NYSE percentile.,,
,,
Missing data are indicated by -99.99 or -999.,,
,,
,Mom,
19510327,-0.04,
19510328,-0.87,
19510329,0.26,
19510330,0.68,
19510331,-0.09,
19510402,-0.36,
19510403,0.09,
19510404,0.6,
19510405,1.2,
19510406,0.3,
19510407,-0.2,
19510409,0.12,
19510410,-0.03,
19510411,-0.35,
19510412,0.89,
19510413,1.02,
19510414,0.54,
19510416,-0.36,
19510417,0.09,
19510418,0.44,
19510419,-0.28,
19510420,-0.31,
19510421,0.07,
19510423,-0.04,
19510424,-0.22,
19510425,0.15,
19510426,0.81,
19510427,0.78,
19510428,0.13,
19510430,-0.11,
19510501,0.07,
19510502,0.31,
19510503,0.29,
19510504,0.02,
19510505,-0.11,
19510507,-0.28,
19510508,0.27,
19510509,0.09,
19510510,-0.03,
19510511,-0.24,
19510512,-0.33,
19510514,0.04,
19510515,-1.14,
19510516,-0.33,
19510517,0.69,
19510518,-1.37,
19510519,-0.1,
19510521,-0.41,
19510522,-0.27,
19510523,-0.62,
19510524,-0.28,
19510525,0.16,
19510526,-0.03,
19510528,0.49,
19510529,0.51,
19510531,0.3,
19510601,-0.14,
19510604,-0.98,
19510605,0.28,
19510606,0.52,
19510607,0.82,
19510608,-0.12,
19510611,0.69,
19510612,-0.17,
19510613,0.26,
19510614,0.78,
19510615,0.52,
19510618,0.05,
19510619,-0.3,
19510620,-0.19,
19510621,-0.33,
19510622,-0.66,
19510625,-1.15,
19510626,0.48,
19510627,0.4,
19510628,-0.77,
19510629,-0.56,
19510702,-0.04,
19510703,0.57,
19510705,1.02,
19510706,-0.22,
19510709,0.35,
19510710,-0.2,
19510711,0.19,
19510712,0.08,
19510713,0.51,
19510716,-0.6,
19510717,0.22,
19510718,-0.16,
19510719,0.45,
19510720,0.55,
19510723,0.69,
19510724,1.14,
19510725,-0.27,
19510726,0.65,
19510727,0.32,
19510730,0.83,
19510731,-0.14,
19510801,0.27,
19510802,0.13,
19510803,0.04,
19510806,0.24,
19510807,0,
19510808,-0.42,
19510809,-0.19,
19510810,-0.25,
19510813,0.14,
19510814,-0.05,
19510815,-0.06,
19510816,0.11,
19510817,-0.1,
19510820,-0.13,
19510821,-0.02,
19510822,-0.06,
19510823,0.79,
19510824,0.23,
19510827,-0.11,
19510828,0.18,
19510829,0.22,
19510830,0.3,
19510831,-0.16,
19510904,0.06,
19510905,0.26,
19510906,-0.02,
19510907,0.16,
19510910,-0.03,
19510911,-0.3,
19510912,0.34,
19510913,0.45,
19510914,-0.01,
19510917,-0.4,
19510918,0.13,
19510919,0.08,
19510920,-0.05,
19510921,-0.57,
19510924,-0.19,
19510925,-0.06,
19510926,-0.03,
19510927,-0.19,
19510928,0,
19511001,0.22,
19511002,0.42,
19511003,0.54,
19511004,0.07,
19511005,-0.23,
19511006,-0.06,
19511008,-0.1,
19511009,-0.27,
19511010,-0.47,
19511011,0.33,
19511013,0.18,
19511015,0.12,
19511016,-0.02,
19511017,-0.1,
19511018,0.17,
19511019,-1.16,
19511020,-0.6,
19511022,-1.07,
19511023,0.91,
19511024,0.35,
19511025,-0.3,
19511026,-0.46,
19511027,-1.1,
19511029,1.29,
19511030,-0.15,
19511031,0.7,
19511101,0.63,
19511102,-0.43,
19511103,-0.57,
19511105,0.18,
19511107,-0.52,
19511108,0.06,
19511109,0.55,
19511110,-0.03,
19511113,0.19,
19511114,0.19,
19511115,-0.04,
19511116,-0.24,
19511117,0.15,
19511119,0,
19511120,-0.06,
19511121,0.1,
19511123,-0.6,
19511124,-0.2,
19511126,0.26,
19511127,0.28,
19511128,-0.01,
19511129,0.17,
19511130,0.1,
19511201,-0.01,
19511203,0.1,
19511204,0.14,
19511205,0.21,
19511206,-0.31,
19511207,-0.01,
19511208,-0.16,
19511210,-0.02,
19511211,0.09,
19511212,0.23,
19511213,0.18,
19511214,0.22,
19511215,-0.08,
19511217,0.21,
19511218,0.03,
19511219,-0.08,
19511220,0.46,
19511221,0.06,
19511222,-0.15,
19511224,-0.13,
19511226,-0.08,
19511227,0.02,
19511228,0.33,
19511229,0.06,
19511231,0.25,
19520102,-0.51,
19520103,-0.3,
19520104,-0.37,
19520105,-0.24,
19520107,0.04,
19520108,0.09,
19520109,-0.1,
19520110,0.11,
19520111,0.43,
19520112,0.25,
19520114,0.19,
19520115,0.17,
19520116,-0.14,
19520117,0.24,
19520118,0.05,
19520119,-0.09,
19520121,0.09,
19520122,0.67,
19520123,0.07,
19520124,0.58,
19520125,0.5,
19520126,0.18,
19520128,0.02,
19520129,0,
19520130,-0.66,
19520131,-0.28,
19520201,0.36,
19520202,0.03,
19520204,-0.43,
19520205,-0.31,
19520206,-0.06,
19520207,-0.05,
19520208,-0.08,
19520209,0.09,
19520211,-0.21,
19520213,-0.3,
19520214,-0.15,
19520215,-0.12,
19520216,-0.12,
19520218,-0.19,
19520219,-0.88,
19520220,-0.62,
19520221,0.1,
19520223,0.5,
19520225,-0.32,
19520226,-0.18,
19520227,-0.05,
19520228,0.39,
19520229,-0.09,
19520301,0.06,
19520303,0.2,
19520304,0.07,
19520305,0.12,
19520306,0.3,
19520307,0.25,
19520308,0.24,
19520310,0.17,
19520311,-0.03,
19520312,-0.1,
19520313,0.26,
19520314,0.04,
19520315,0.39,
19520317,0.39,
19520318,-0.22,
19520319,-0.25,
19520320,-0.39,
19520321,0.05,
19520322,0.03,
19520324,-0.02,
19520325,-0.05,
19520326,-0.05,
19520327,0.12,
19520328,-0.14,
19520329,-0.25,
19520331,0.04,
19520401,-0.19,
19520402,-0.11,
19520403,0.5,
19520404,-0.22,
19520405,-0.01,
19520407,0.08,
19520408,0.31,
19520409,0.17,
19520410,0.36,
19520412,0.15,
19520414,-0.49,
19520415,-0.7,
19520416,-0.2,
19520417,-0.51,
19520418,0.13,
19520419,-0.18,
19520421,0.4,
19520422,-0.09,
19520423,-0.15,
19520424,-0.05,
19520425,0,
19520426,0.14,
19520428,0.13,
19520429,0.03,
19520430,0.11,
19520501,-0.27,
19520502,0.22,
19520503,0.01,
19520505,0.25,
19520506,0.27,
19520507,0.22,
19520508,0.02,
19520509,-0.17,
19520510,-0.06,
19520512,0.28,
19520513,-0.07,
19520514,-0.18,
19520515,-0.18,
19520516,-0.03,
19520517,-0.05,
19520519,0.06,
19520520,-0.1,
19520521,-0.15,
19520522,0.12,
19520523,-0.01,
19520524,-0.08,
19520526,0.04,
19520527,-0.01,
19520528,-0.08,
19520529,0.1,
19520602,-0.09,
19520603,-0.08,
19520604,0.29,
19520605,0.05,
19520606,-0.06,
19520609,-0.07,
19520610,0,
19520611,0.22,
19520612,-0.09,
19520613,0.06,
19520616,0.15,
19520617,0.07,
19520618,0.18,
19520619,-0.05,
19520620,0.09,
19520623,0.1,
19520624,0.04,
19520625,0.08,
19520626,0.18,
19520627,-0.04,
19520630,0.17,
19520701,-0.05,
19520702,-0.06,
19520703,0.18,
19520707,0.08,
19520708,-0.15,
19520709,-0.21,
19520710,0.13,
19520711,0.13,
19520714,-0.11,
19520715,0.02,
19520716,-0.15,
19520717,0.04,
19520718,-0.39,
19520721,0.16,
19520722,0.3,
19520723,0.05,
19520724,-0.22,
19520725,-0.05,
19520728,0.2,
19520729,0.07,
19520730,0.12,
19520731,-0.08,
19520801,0.08,
19520804,0.11,
19520805,-0.05,
19520806,0.04,
19520807,0.22,
19520808,0.06,
19520811,0.02,
19520812,0.05,
19520813,-0.19,
19520814,-0.13,
19520815,-0.08,
19520818,-0.18,
19520819,0.25,
19520820,0.29,
19520821,0.09,
19520822,0.09,
19520825,0.05,
19520826,-0.03,
19520827,0.25,
19520828,-0.06,
19520829,0.14,
19520902,0.24,
19520903,0.31,
19520904,0.26,
19520905,0.19,
19520908,0.06,
19520909,-0.16,
19520910,-0.28,
19520911,0.2,
19520912,0.29,
19520915,-0.01,
19520916,0.03,
19520917,0.33,
19520918,-0.04,
19520919,0.2,
19520922,0.16,
19520923,0.2,
19520924,0.12,
19520925,0.08,
19520926,0.29,
19520929,0.15,
19520930,0.13,
19521001,0.1,
19521002,0.22,
19521003,-0.01,
19521006,0.2,
19521007,0.05,
19521008,0.43,
19521009,0.02,
19521010,0.01,
19521014,0.45,
19521015,-0.5,
19521016,0.26,
19521017,0.21,
19521020,0.03,
19521021,0.27,
19521022,0.24,
19521023,0.06,
19521024,0.11,
19521027,0.09,
19521028,0.31,
19521029,0.07,
19521030,0.21,
19521031,-0.3,
19521103,-0.4,
19521105,0.04,
19521106,0.55,
19521107,0.16,
19521110,0.26,
19521112,0.35,
19521113,0.3,
19521114,0.27,
19521117,0.19,
19521118,-0.62,
19521119,-0.4,
19521120,0.03,
19521121,0.05,
19521124,-0.25,
19521125,-0.23,
19521126,-0.09,
19521128,-0.23,
19521201,0.07,
19521202,0.26,
19521203,0.15,
19521204,0.12,
19521205,0.1,
19521208,0.07,
19521209,0.05,
19521210,0.19,
19521211,-0.17,
19521212,0.14,
19521215,0.03,
19521216,0.2,
19521217,0.19,
19521218,-0.1,
19521219,-0.11,
19521222,0.21,
19521223,-0.04,
19521224,-0.65,
19521226,-0.16,
19521229,0.31,
19521230,-0.04,
19521231,0,
19530102,-0.98,
19530105,-0.47,
19530106,0.09,
19530107,0.11,
19530108,0.13,
19530109,0.23,
19530112,0.01,
19530113,-0.18,
19530114,0.22,
19530115,0.08,
19530116,0.04,
19530119,0.12,
19530120,0.35,
19530121,0.02,
19530122,0.07,
19530123,0.07,
19530126,0.06,
19530127,0.18,
19530128,0.28,
19530129,0.13,
19530130,0.01,
19530202,0.28,
19530203,0.3,
19530204,0.04,
19530205,-0.09,
19530206,-0.43,
19530209,-0.13,
19530210,-0.15,
19530211,0.18,
19530213,0.31,
19530216,0.19,
19530217,0.1,
19530218,0.18,
19530219,0.21,
19530220,0.11,
19530224,0.06,
19530225,-0.31,
19530226,-0.3,
19530227,-0.28,
19530302,-0.08,
19530303,-0.05,
19530304,0.15,
19530305,-0.11,
19530306,0.03,
19530309,0.17,
19530310,0.3,
19530311,0.14,
19530312,0.05,
19530313,0.11,
19530316,0.16,
19530317,0.3,
19530318,-0.07,
19530319,-0.16,
19530320,-0.07,
19530323,0.24,
19530324,-0.31,
19530325,-0.03,
19530326,-0.42,
19530327,-0.25,
19530330,-0.63,
19530331,-0.34,
19530401,-0.51,
19530402,0.02,
19530406,-0.22,
19530407,0.1,
19530408,0.81,
19530409,0.12,
19530410,0.17,
19530413,0.07,
19530414,0.3,
19530415,0.15,
19530416,-0.2,
19530417,-0.18,
19530420,-0.16,
19530421,0.14,
19530422,0.08,
19530423,0.16,
19530424,0.19,
19530427,0.35,
19530428,0.26,
19530429,-0.01,
19530430,0.08,
19530501,-0.07,
19530504,0.16,
19530505,0.29,
19530506,0.08,
19530507,-0.17,
19530508,0.2,
19530511,0.17,
19530512,0.1,
19530513,-0.01,
19530514,0.06,
19530515,0.32,
19530518,0.14,
19530519,-0.18,
19530520,-0.03,
19530521,-0.19,
19530522,-0.07,
19530525,0.09,
19530526,-0.07,
19530527,0.07,
19530528,-0.06,
19530529,0.17,
19530601,-0.45,
19530602,0.11,
19530603,0.04,
19530604,-0.3,
19530605,-0.01,
19530608,0.06,
19530609,-0.42,
19530610,-0.19,
19530611,-0.02,
19530612,-0.05,
19530615,0.39,
19530616,-0.17,
19530617,0.31,
19530618,-0.06,
19530619,0.11,
19530622,0,
19530623,-0.01,
19530624,0,
19530625,0.37,
19530626,0.03,
19530629,0.26,
19530630,0.2,
19530701,-0.05,
19530702,0.05,
19530703,-0.07,
19530706,0.15,
19530707,-0.04,
19530708,0.04,
19530709,0.09,
19530710,0.03,
19530713,0.01,
19530714,-0.03,
19530715,-0.04,
19530716,0.35,
19530717,-0.04,
19530720,-0.08,
19530721,-0.06,
19530722,0.06,
19530723,0.07,
19530724,-0.17,
19530727,0.02,
19530728,0.02,
19530729,-0.12,
19530730,-0.09,
19530731,-0.33,
19530803,-0.12,
19530804,0.24,
19530805,0.2,
19530806,0.22,
19530807,0.04,
19530810,-0.06,
19530811,0.18,
19530812,0.23,
19530813,0.07,
19530814,0.4,
19530817,0.22,
19530818,-0.16,
19530819,0.06,
19530820,0.26,
19530821,-0.1,
19530824,0.11,
19530825,-0.18,
19530826,-0.01,
19530827,0.15,
19530828,0.14,
19530831,-0.27,
19530901,-0.19,
19530902,0.48,
19530903,0.2,
19530904,0.07,
19530908,0.16,
19530909,0.23,
19530910,0.36,
19530911,-0.27,
19530914,0.06,
19530915,0.11,
19530916,0.04,
19530917,-0.09,
19530918,0.12,
19530921,0.3,
19530922,-0.02,
19530923,-0.09,
19530924,0.16,
19530925,0.14,
19530928,-0.11,
19530929,0.25,
19530930,0.73,
19531001,0.14,
19531002,0.49,
19531005,0.23,
19531006,-0.05,
19531007,0.04,
19531008,0.26,
19531009,0.13,
19531013,0.26,
19531014,-0.15,
19531015,-0.74,
19531016,-0.53,
19531019,0.06,
19531020,0.26,
19531021,0.04,
19531022,0.52,
19531023,0.14,
19531026,0.05,
19531027,0.15,
19531028,-0.05,
19531029,-0.35,
19531030,-0.07,
19531102,0.09,
19531104,0.5,
19531105,-0.59,
19531106,0,
19531109,0.17,
19531110,0.09,
19531112,0.01,
19531113,0.03,
19531116,0.19,
19531117,0.11,
19531118,0.11,
19531119,0.23,
19531120,0.2,
19531123,0.44,
19531124,0.54,
19531125,0,
19531127,-0.38,
19531130,-0.27,
19531201,-0.03,
19531202,0.12,
19531203,0.03,
19531204,-0.07,
19531207,0.49,
19531208,0.45,
19531209,0.13,
19531210,0.44,
19531211,0.36,
19531214,0.35,
19531215,0.43,
19531216,-0.02,
19531217,-0.1,
19531218,0.18,
19531221,1.05,
19531222,0.02,
19531223,0.06,
19531224,-0.12,
19531228,0.88,
19531229,0.21,
19531230,-0.15,
19531231,0.76,
19540104,-2.31,
19540105,-1.59,
19540106,-0.48,
19540107,0.44,
19540108,0.15,
19540111,0.22,
19540112,-0.17,
19540113,-0.26,
19540114,0,
19540115,-0.23,
19540118,-0.46,
19540119,-0.53,
19540120,-0.24,
19540121,-0.05,
19540122,-0.09,
19540125,0.14,
19540126,0,
19540127,0.02,
19540128,0.05,
19540129,0.02,
19540201,0.18,
19540202,0.25,
19540203,-0.09,
19540204,-0.05,
19540205,-0.13,
19540208,0.13,
19540209,0.01,
19540210,-0.07,
19540211,0.38,
19540212,-0.28,
19540215,0.3,
19540216,0.3,
19540217,-0.15,
19540218,0.08,
19540219,0.09,
19540223,0.18,
19540224,0.28,
19540225,0.04,
19540226,0.38,
19540301,0.48,
19540302,0.12,
19540303,0.18,
19540304,0.05,
19540305,-0.26,
19540308,0.46,
19540309,-0.11,
19540310,0.11,
19540311,0.16,
19540312,0.24,
19540315,-0.14,
19540316,0.2,
19540317,-0.19,
19540318,-0.17,
19540319,0.01,
19540322,0.14,
19540323,0.46,
19540324,0.23,
19540325,0.44,
19540326,0.18,
19540329,0.05,
19540330,-0.13,
19540331,-0.03,
19540401,-0.11,
19540402,-0.04,
19540405,0.09,
19540406,0.06,
19540407,0.16,
19540408,0.04,
19540409,-0.26,
19540412,0.08,
19540413,0.02,
19540414,0.74,
19540415,0.62,
19540419,0.35,
19540420,0.37,
19540421,0.42,
19540422,0.35,
19540423,0.4,
19540426,0.43,
19540427,0.4,
19540428,-0.18,
19540429,0.72,
19540430,0.69,
19540503,0.38,
19540504,-0.33,
19540505,0.34,
19540506,-0.05,
19540507,-0.18,
19540510,-0.17,
19540511,-0.35,
19540512,-0.22,
19540513,-0.03,
19540514,-0.12,
19540517,0.06,
19540518,0.01,
19540519,-0.12,
19540520,-0.28,
19540521,-0.04,
19540524,-0.01,
19540525,0.16,
19540526,-0.05,
19540527,0.08,
19540528,0.08,
19540601,0.41,
19540602,0.38,
19540603,-0.11,
19540604,-0.21,
19540607,-0.11,
19540608,-0.43,
19540609,-0.3,
19540610,0.21,
19540611,0.45,
19540614,0.26,
19540615,0.28,
19540616,0.27,
19540617,0.1,
19540618,-0.02,
19540621,0.38,
19540622,0.95,
19540623,-0.25,
19540624,0.37,
19540625,0.45,
19540628,0.73,
19540629,-0.04,
19540630,-0.16,
19540701,0.27,
19540702,0.45,
19540706,0.44,
19540707,-0.24,
19540708,0.05,
19540709,0.19,
19540712,-0.08,
19540713,-0.34,
19540714,-0.2,
19540715,-0.2,
19540716,0.06,
19540719,0.28,
19540720,-0.13,
19540721,-0.13,
19540722,-0.07,
19540723,-0.29,
19540726,-0.08,
19540727,-0.01,
19540728,-0.28,
19540729,0.32,
19540730,0.19,
19540802,-0.13,
19540803,0.01,
19540804,0.29,
19540805,-0.09,
19540806,0.28,
19540809,-0.16,
19540810,0.29,
19540811,0.01,
19540812,0.03,
19540813,-0.46,
19540816,-0.29,
19540817,-0.14,
19540818,0.02,
19540819,0.59,
19540820,0.17,
19540823,-0.44,
19540824,0.19,
19540825,0,
19540826,-0.33,
19540827,0.16,
19540830,-0.38,
19540831,-1.09,
19540901,0.83,
19540902,0.34,
19540903,0.18,
19540907,0.44,
19540908,0.08,
19540909,-0.22,
19540910,-0.13,
19540913,0.28,
19540914,0.18,
19540915,0.23,
19540916,0.19,
19540917,0.46,
19540920,-0.38,
19540921,0.17,
19540922,0.11,
19540923,0,
19540924,0.2,
19540927,0.08,
19540928,0.41,
19540929,-0.51,
19540930,-0.42,
19541001,-0.22,
19541004,0.47,
19541005,0.17,
19541006,0.25,
19541007,-0.08,
19541008,-0.06,
19541011,-0.25,
19541012,-0.05,
19541013,-0.04,
19541014,-0.34,
19541015,-0.07,
19541018,0.04,
19541019,0.1,
19541020,0.32,
19541021,0.05,
19541022,0.43,
19541025,-0.02,
19541026,0.16,
19541027,0.09,
19541028,0,
19541029,-0.39,
19541101,0.06,
19541103,1.01,
19541104,0.36,
19541105,-0.21,
19541108,0.24,
19541109,-0.1,
19541110,0.07,
19541111,0.16,
19541112,-0.18,
19541115,-0.2,
19541116,0.16,
19541117,-0.16,
19541118,-0.29,
19541119,-0.07,
19541122,0.01,
19541123,0.77,
19541124,0.11,
19541126,0.27,
19541129,-0.37,
19541130,-0.28,
19541201,0.01,
19541202,-0.36,
19541203,-0.03,
19541206,-0.19,
19541207,-0.06,
19541208,-0.52,
19541209,-0.23,
19541210,-0.12,
19541213,0.11,
19541214,-0.09,
19541215,0.11,
19541216,0.57,
19541217,0.2,
19541220,0.26,
19541221,0.02,
19541222,-0.12,
19541223,-0.34,
19541227,-0.36,
19541228,0.26,
19541229,0.31,
19541230,0,
19541231,0.1,
19550103,0.43,
19550104,-0.59,
19550105,-0.8,
19550106,-0.37,
19550107,0.62,
19550110,0.69,
19550111,-0.44,
19550112,-0.09,
19550113,-0.09,
19550114,-0.14,
19550117,-1.09,
19550118,0.46,
19550119,0.32,
19550120,0.15,
19550121,0.34,
19550124,0.31,
19550125,0.22,
19550126,1.07,
19550127,0.14,
19550128,0.33,
19550131,0.29,
19550201,0.19,
19550202,-0.08,
19550203,-0.11,
19550204,0.89,
19550207,-0.01,
19550208,-0.96,
19550209,0.5,
19550210,0.54,
19550211,-0.02,
19550214,-0.08,
19550215,0.7,
19550216,0.11,
19550217,0.11,
19550218,0.03,
19550221,-0.35,
19550223,-0.29,
19550224,-0.25,
19550225,0.01,
19550228,0.13,
19550301,0.01,
19550302,0.32,
19550303,0.06,
19550304,0.13,
19550307,-0.42,
19550308,-1.1,
19550309,-0.49,
19550310,0.9,
19550311,-0.91,
19550314,-0.79,
19550315,1.47,
19550316,0.56,
19550317,0.39,
19550318,-0.12,
19550321,-0.41,
19550322,0.7,
19550323,1.1,
19550324,0.1,
19550325,0.02,
19550328,-0.05,
19550329,0.38,
19550330,-0.99,
19550331,0.47,
19550401,0.27,
19550404,-0.67,
19550405,0.25,
19550406,0.16,
19550407,0,
19550411,-0.31,
19550412,0.1,
19550413,-0.05,
19550414,-0.06,
19550415,0.58,
19550418,0.22,
19550419,-0.06,
19550420,0.05,
19550421,0.22,
19550422,-0.29,
19550425,0.28,
19550426,0.05,
19550427,-0.3,
19550428,-0.75,
19550429,0.5,
19550502,-0.21,
19550503,-1.12,
19550504,0.29,
19550505,0.34,
19550506,0.6,
19550509,0.19,
19550510,-0.48,
19550511,-0.88,
19550512,-0.33,
19550513,0.2,
19550516,-0.81,
19550517,-0.24,
19550518,1.08,
19550519,0.62,
19550520,0.31,
19550523,-0.29,
19550524,0.11,
19550525,0.64,
19550526,0.59,
19550527,-0.04,
19550531,-0.05,
19550601,0.19,
19550602,0.32,
19550603,0.41,
19550606,0.29,
19550607,0.8,
19550608,0.43,
19550609,-0.58,
19550610,0.49,
19550613,0.09,
19550614,-0.18,
19550615,0.39,
19550616,-0.08,
19550617,-0.03,
19550620,-0.08,
19550621,0.12,
19550622,0.15,
19550623,0.36,
19550624,-0.13,
19550627,0.31,
19550628,-0.36,
19550629,0.32,
19550630,0.6,
19550701,0.14,
19550705,0.49,
19550706,-0.45,
19550707,-1.52,
19550708,-0.08,
19550711,0.35,
19550712,-0.62,
19550713,-0.7,
19550714,0.36,
19550715,0.41,
19550718,0.11,
19550719,-0.88,
19550720,-0.04,
19550721,0.42,
19550722,0.68,
19550725,0.24,
19550726,0,
19550727,-0.02,
19550728,-0.39,
19550729,-0.51,
19550801,-0.94,
19550802,0.1,
19550803,0.15,
19550804,-0.91,
19550805,0.35,
19550808,-0.18,
19550809,-0.68,
19550810,0.11,
19550811,0.86,
19550812,0.13,
19550815,-0.26,
19550816,-0.15,
19550817,0.17,
19550818,0.24,
19550819,0.19,
19550822,0.02,
19550823,0.7,
19550824,0.41,
19550825,0.09,
19550826,0.39,
19550829,0.1,
19550830,-0.14,
19550831,0.11,
19550901,0.27,
19550902,0.3,
19550906,0.5,
19550907,0.07,
19550908,0.01,
19550909,-0.12,
19550912,0.63,
19550913,0.73,
19550914,0.29,
19550915,-0.18,
19550916,0.79,
19550919,-0.18,
19550920,0.21,
19550921,0.14,
19550922,-0.1,
19550923,0.23,
19550926,-2.98,
19550927,1.2,
19550928,0.94,
19550929,-0.18,
19550930,-0.25,
19551003,-1.29,
19551004,0.51,
19551005,0.24,
19551006,-0.47,
19551007,-0.43,
19551010,-1.61,
19551011,-0.21,
19551012,0.8,
19551013,-0.07,
19551014,0.23,
19551017,0.26,
19551018,0.33,
19551019,0.57,
19551020,0.82,
19551021,0.18,
19551024,0.14,
19551025,-0.27,
19551026,-0.15,
19551027,-0.05,
19551028,0.15,
19551031,0.1,
19551101,-0.15,
19551102,0.05,
19551103,0.65,
19551104,0.76,
19551107,0.32,
19551109,0.8,
19551110,0.16,
19551111,0.13,
19551114,1.27,
19551115,0.05,
19551116,-0.4,
19551117,-0.36,
19551118,-0.22,
19551121,-0.39,
19551122,0.29,
19551123,-0.16,
19551125,-0.24,
19551128,-0.26,
19551129,-0.47,
19551130,-0.51,
19551201,-0.46,
19551202,-0.06,
19551205,0.25,
19551206,-0.1,
19551207,-0.34,
19551208,-0.13,
19551209,0.1,
19551212,-0.05,
19551213,0.16,
19551214,-0.19,
19551215,-0.13,
19551216,0.03,
19551219,-0.23,
19551220,-0.12,
19551221,-0.24,
19551222,0.09,
19551223,0.01,
19551227,-0.32,
19551228,0.14,
19551229,0.24,
19551230,0.11,
19560103,-0.32,
19560104,-0.36,
19560105,-0.18,
19560106,-0.19,
19560109,-0.47,
19560110,-0.54,
19560111,0.1,
19560112,0.13,
19560113,-0.03,
19560116,-0.43,
19560117,0.44,
19560118,-0.07,
19560119,-0.24,
19560120,-0.3,
19560123,-0.47,
19560124,0.72,
19560125,0.25,
19560126,-0.08,
19560127,-0.28,
19560130,0.22,
19560131,0.55,
19560201,-0.13,
19560202,-0.11,
19560203,0.49,
19560206,-0.17,
19560207,0.16,
19560208,-0.1,
19560209,-0.31,
19560210,-0.07,
19560213,-0.05,
19560214,0.15,
19560215,0.44,
19560216,0.06,
19560217,0.62,
19560220,-0.15,
19560221,0.11,
19560223,0.12,
19560224,0.07,
19560227,0.16,
19560228,0.15,
19560229,-0.17,
19560301,0.27,
19560302,0.14,
19560305,-0.02,
19560306,-0.25,
19560307,-0.09,
19560308,-0.14,
19560309,0.36,
19560312,0.28,
19560313,-0.06,
19560314,0.46,
19560315,0.56,
19560316,0.41,
19560319,0.55,
19560320,0.38,
19560321,-0.4,
19560322,0.24,
19560323,0.31,
19560326,-0.02,
19560327,-0.04,
19560328,0.23,
19560329,0.28,
19560402,0.93,
19560403,0.26,
19560404,0.34,
19560405,-0.26,
19560406,0.18,
19560409,-0.22,
19560410,-0.51,
19560411,0.42,
19560412,-0.07,
19560413,0.02,
19560416,0.17,
19560417,0.31,
19560418,-0.09,
19560419,0.03,
19560420,0.04,
19560423,0.28,
19560424,-0.14,
19560425,-0.06,
19560426,0.16,
19560427,0.69,
19560430,0.52,
19560501,0.3,
19560502,0.03,
19560503,0.34,
19560504,0.68,
19560507,-0.06,
19560508,0.04,
19560509,-0.3,
19560510,-0.92,
19560511,0.1,
19560514,-0.52,
19560515,-0.43,
19560516,-0.23,
19560517,0.43,
19560518,-0.33,
19560521,-0.49,
19560522,-0.68,
19560523,-0.24,
19560524,-0.45,
19560525,0.15,
19560528,-0.79,
19560529,1.3,
19560531,-0.16,
19560601,0.3,
19560604,0.01,
19560605,0.12,
19560606,-0.11,
19560607,0.3,
19560608,-1.02,
19560611,0.5,
19560612,0.82,
19560613,0.31,
19560614,0.09,
19560615,0.2,
19560618,-0.37,
19560619,0.34,
19560620,0.29,
19560621,0.33,
19560622,0.01,
19560625,-0.09,
19560626,0.32,
19560627,0.53,
19560628,0.03,
19560629,-0.04,
19560702,-0.08,
19560703,0.29,
19560705,0.14,
19560706,-0.37,
19560709,-0.08,
19560710,0.01,
19560711,0.04,
19560712,0.22,
19560713,0.05,
19560716,0.82,
19560717,0.63,
19560718,0.1,
19560719,0.04,
19560720,0.08,
19560723,-0.01,
19560724,0.16,
19560725,-0.09,
19560726,0.1,
19560727,-0.38,
19560730,-0.13,
19560731,0.42,
19560801,0.12,
19560802,0.53,
19560803,-0.37,
19560806,-0.8,
19560807,0.43,
19560808,0.49,
19560809,-0.11,
19560810,-0.48,
19560813,-0.51,
19560814,0.09,
19560815,0.12,
19560816,0.11,
19560817,-0.01,
19560820,-0.33,
19560821,-0.38,
19560822,-0.3,
19560823,0.48,
19560824,0.1,
19560827,-0.12,
19560828,0.17,
19560829,-0.38,
19560830,-0.41,
19560831,0.52,
19560904,0.15,
19560905,0.16,
19560906,0.24,
19560907,-0.01,
19560910,-0.07,
19560911,-0.01,
19560912,-0.31,
19560913,-0.12,
19560914,-0.14,
19560917,0.04,
19560918,0.02,
19560919,-0.2,
19560920,-0.27,
19560921,0.01,
19560924,0,
19560925,-0.45,
19560926,-0.09,
19560927,0.21,
19560928,-0.03,
19561001,-0.9,
19561002,1.26,
19561003,0.63,
19561004,0.21,
19561005,-0.26,
19561008,0.01,
19561009,-0.09,
19561010,0.76,
19561011,0.29,
19561012,0.33,
19561015,0.13,
19561016,-0.08,
19561017,-0.09,
19561018,0.06,
19561019,0.23,
19561022,-0.29,
19561023,0.1,
19561024,0.09,
19561025,0.11,
19561026,0.52,
19561029,-0.15,
19561030,0.19,
19561031,-0.59,
19561101,1.26,
19561102,0.23,
19561105,0.18,
19561107,0.01,
19561108,-0.09,
19561109,-0.13,
